7920.00.0
5863.00.0
5219.00.0
5220.00.0
5586.00.0
4207.00.0
6116.00.0
5027.00.0
4232.00.0
2968.00.0
5943.00.0
5245.00.0
4973.00.0
4325.00.0
3442.00.0
3686.00.0
2688.00.0
2139.00.0
2035.00.0
2097.00.0
2732.00.0
2099.00.0
2022.00.0
2059.00.0
2022.00.0
