2090.00.0
1309.00.0
1511.00.0
1500.00.0
1284.00.0
1448.00.0
1298.00.0
1267.00.0
1263.00.0
1302.00.0
1258.00.0
1355.00.0
1206.00.0
1385.00.0
1230.00.0
1203.00.0
1225.00.0
1159.00.0
1189.00.0
1154.00.0
1188.00.0
1156.00.0
1473.00.0
1206.00.0
1504.00.0
1406.00.0
1258.00.0
1174.00.0
1187.00.0
1324.00.0
1495.00.0
1270.00.0
1196.00.0
1160.00.0
1189.00.0
1159.00.0
1214.00.0
1474.00.0
1486.00.0
1156.00.0
1207.00.0
1337.00.0
1462.00.0
1285.00.0
1229.00.0
1193.00.0
1171.00.0
1194.00.0
1153.00.0
1184.00.0
