1739.00.0
1671.00.0
1590.00.0
1470.00.0
1489.00.0
1562.00.0
1832.00.0
1706.00.0
1577.00.0
1610.00.0
1569.00.0
1457.00.0
1494.00.0
1849.00.0
1837.00.0
1630.00.0
1525.00.0
1468.00.0
1578.00.0
1715.00.0
1688.00.0
1601.00.0
1620.00.0
1581.00.0
1514.00.0
