32779.00.0
33107.00.0
32004.00.0
32111.00.0
31714.00.0
32125.00.0
31798.00.0
32273.00.0
32670.00.0
32649.00.0
31974.00.0
30500.00.0
29636.00.0
31896.00.0
31752.00.0
30153.00.0
29951.00.0
29341.00.0
29567.00.0
29248.00.0
29580.00.0
29292.00.0
29374.00.0
29599.00.0
32168.00.0
