4729097.00.0
4773872.00.0
4800800.00.0
4716971.00.0
4708042.00.0
4898072.00.0
4583657.00.0
4724373.00.0
4683787.00.0
4777860.00.0
4817135.00.0
4731745.00.0
4625970.00.0
4693460.00.0
4697995.00.0
4821994.00.0
4914024.00.0
4716436.00.0
4830489.00.0
4730464.00.0
4656456.00.0
4732826.00.0
4821377.00.0
4826615.00.0
4491075.00.0
