1358610.00.0
227200.00.0
224947.00.0
222002.00.0
222387.00.0
221024.00.0
221059.00.0
220314.00.0
220507.00.0
220916.00.0
219264.00.0
220870.00.0
220471.00.0
225148.00.0
223556.00.0
226120.00.0
226673.00.0
228280.00.0
232205.00.0
226119.00.0
226567.00.0
226627.00.0
226666.00.0
228290.00.0
229136.00.0
